project_name,category,file_path,file_name,keywords
찰리 프로젝트,마케팅,test_environment\마케팅,찰리 프로젝트 마케팅_671.pdf,"찰리 프로젝트, 보도자료, 광고"
리마 마케팅,인사,test_environment\리마_마케팅,리마 마케팅 인사_338.docx,"리마 마케팅, 조직도, 평가"
호텔 설계,재무,test_environment\재무,호텔 설계 재무_504.csv,"호텔 설계, 견적서, 예산"
킬로 보안,계약서,test_environment\킬로_보안,킬로 보안 계약서_631.hwp,"킬로 보안, 계약, MOU"
인디아 솔루션,재무,test_environment\인디아_솔루션,인디아 솔루션 재무_908.pdf,"인디아 솔루션, 견적서, 세금계산서"
호텔 설계,보고서,test_environment,호텔 설계 보고서_533.xlsx,"호텔 설계, 현황, 리포트"
에코 시스템,회의록,test_environment\에코_시스템,에코 시스템 회의록_540.docx,"에코 시스템, 참석자, 회의"
리마 마케팅,마케팅,test_environment\리마_마케팅,리마 마케팅 마케팅_363.jpg,"리마 마케팅, 성과, 보도자료"
노벰버 보고,기획서,test_environment\노벰버_보고,노벰버 보고 기획서_465.docx,"노벰버 보고, 전략, 기획"
로미오 영업,기획서,test_environment\로미오_영업,로미오 영업 기획서_976.docx,"로미오 영업, 기획, 로드맵"
마이크 데이터,인사,test_environment\마이크_데이터,정리필요_인사_826.xlsx,"마이크 데이터, 조직도, 채용"
브라보 프로젝트,기획서,test_environment\브라보_프로젝트,브라보 프로젝트 기획서_521.pptx,"브라보 프로젝트, 아이디어, 전략"
줄리엣 연구,인사,test_environment\줄리엣_연구,Final_인사_줄리엣_연구_208.pdf,"줄리엣 연구, 이력서, 채용"
시에라 재무,인사,test_environment\시에라_재무,보고자료_20240525_182.xlsx,"시에라 재무, 휴가, 평가"
골프 개발,회의록,test_environment\골프_개발,회의록_골프_개발_최종_193.md,"골프 개발, 회의, 논의"
탱고 고객지원,인사,test_environment\인사,Final_인사_탱고_고객지원_417.xlsx,"탱고 고객지원, 조직도, 채용"
퀘벡 품질관리,개발,test_environment\개발,퀘벡 품질관리 개발_654.js,"퀘벡 품질관리, 코드, 빌드"
리마 마케팅,마케팅,test_environment\리마_마케팅,Final_마케팅_리마_마케팅_855.jpg,"리마 마케팅, 광고, 프로모션"
파파 계약,보고서,test_environment\파파_계약,백업_20241214_보고서_355.docx,"파파 계약, 분석, 현황"
브라보 프로젝트,회의록,test_environment,브라보 프로젝트 회의록_207.md,"브라보 프로젝트, 참석자, 안건"
호텔 설계,회의록,test_environment\호텔_설계,임시_자료_463.md,"호텔 설계, 결정사항, 참석자"
파파 계약,마케팅,test_environment\파파_계약,파파 계약 마케팅_635.pptx,"파파 계약, 성과, 프로모션"
인디아 솔루션,개발,test_environment\인디아_솔루션,임시_보고_827.zip,"인디아 솔루션, 소스, 라이브러리"
에코 시스템,마케팅,test_environment\에코_시스템,에코 시스템 마케팅_168.pptx,"에코 시스템, 광고, 프로모션"
퀘벡 품질관리,디자인,test_environment\디자인,퀘벡 품질관리 디자인_448.png,"퀘벡 품질관리, 목업, 스케치"
폭스트롯 분석,개발,test_environment\폭스트롯_분석,폭스트롯 분석 개발_395.sql,"폭스트롯 분석, API, 소스"
파파 계약,디자인,test_environment,파파 계약 디자인_587.jpg,"파파 계약, UIUX, 시안"
폭스트롯 분석,재무,test_environment,폭스트롯 분석 재무_936.xlsx,"폭스트롯 분석, 인보이스, 지출"
탱고 고객지원,인사,test_environment\인사,탱고 고객지원 인사_385.docx,"탱고 고객지원, 채용, 조직도"
인디아 솔루션,마케팅,test_environment\인디아_솔루션,마케팅_인디아_솔루션_최종_701.jpg,"인디아 솔루션, 캠페인, 성과"
시에라 재무,디자인,test_environment\시에라_재무,디자인_시에라_재무_최종_324.png,"시에라 재무, 스케치, UIUX"
로미오 영업,계약서,test_environment\로미오_영업,로미오 영업 계약서_973.docx,"로미오 영업, 계약, 협약"
파파 계약,보고서,test_environment\파파_계약,파파 계약 보고서_827.xlsx,"파파 계약, 분석, 리포트"
파파 계약,개발,test_environment\개발,파파 계약 개발_181.js,"파파 계약, 소스, 라이브러리"
호텔 설계,기획서,test_environment\호텔_설계,백업_20240304_기획서_230.pptx,"호텔 설계, 기획, 전략"
로미오 영업,디자인,test_environment\로미오_영업,로미오 영업 디자인_718.ai,"로미오 영업, 스케치, UIUX"
리마 마케팅,개발,test_environment\개발,리마 마케팅 개발_422.zip,"리마 마케팅, API, 소스"
인디아 솔루션,개발,test_environment,개발_인디아_솔루션_최종_735.py,"인디아 솔루션, 라이브러리, 코드"
탱고 고객지원,인사,test_environment\인사,임시_파일_580.pdf,"탱고 고객지원, 조직도, 이력서"
탱고 고객지원,개발,test_environment\개발,탱고 고객지원 개발_286.sql,"탱고 고객지원, 코드, 소스"
폭스트롯 분석,보고서,test_environment,폭스트롯 분석 보고서_143.docx,"폭스트롯 분석, 리포트, 분석"
노벰버 보고,인사,test_environment\노벰버_보고,노벰버 보고 인사_248.xlsx,"노벰버 보고, 평가, 이력서"
마이크 데이터,계약서,test_environment\마이크_데이터,마이크 데이터 계약서_787.docx,"마이크 데이터, NDA, 협약"
찰리 프로젝트,계약서,test_environment\찰리_프로젝트,찰리 프로젝트 계약서_866.pdf,"찰리 프로젝트, 계약, NDA"
에코 시스템,회의록,test_environment\에코_시스템,에코 시스템 회의록_545.md,"에코 시스템, 논의, 회의"
노벰버 보고,개발,test_environment\노벰버_보고,노벰버 보고 개발_113.java,"노벰버 보고, 코드, 소스"
브라보 프로젝트,재무,test_environment\브라보_프로젝트,브라보 프로젝트 재무_106.xlsx,"브라보 프로젝트, 세금계산서, 예산"
인디아 솔루션,디자인,test_environment\인디아_솔루션,인디아 솔루션 디자인_220.sketch,"인디아 솔루션, 프로토타입, 스케치"
탱고 고객지원,재무,test_environment\탱고_고객지원,보고자료_20241128_930.pdf,"탱고 고객지원, 예산, 견적서"
탱고 고객지원,회의록,test_environment\탱고_고객지원,탱고 고객지원 회의록_116.md,"탱고 고객지원, 안건, 결정사항"
퀘벡 품질관리,마케팅,test_environment\퀘벡_품질관리,퀘벡 품질관리 마케팅_724.jpg,"퀘벡 품질관리, 프로모션, 캠페인"
파파 계약,개발,test_environment\개발,백업_20241119_개발_613.py,"파파 계약, 코드, 빌드"
폭스트롯 분석,기획서,test_environment\폭스트롯_분석,폭스트롯 분석 기획서_165.docx,"폭스트롯 분석, 제안, 아이디어"
에코 시스템,디자인,test_environment\디자인,에코 시스템 디자인_990.jpg,"에코 시스템, 스케치, 시안"
델타 기획,개발,test_environment\델타_기획,델타 기획 개발_120.sql,"델타 기획, 빌드, 라이브러리"
퀘벡 품질관리,디자인,test_environment\퀘벡_품질관리,퀘벡 품질관리 디자인_178.jpg,"퀘벡 품질관리, UIUX, 스케치"
브라보 프로젝트,마케팅,test_environment\마케팅,브라보 프로젝트 마케팅_342.pdf,"브라보 프로젝트, 광고, 보도자료"
오스카 TF,개발,test_environment\오스카_TF,오스카 TF 개발_240.sql,"오스카 TF, 빌드, 코드"
오스카 TF,계약서,test_environment\오스카_TF,정리필요_계약서_392.docx,"오스카 TF, 계약, 협약"
마이크 데이터,마케팅,test_environment\마이크_데이터,마이크 데이터 마케팅_191.pdf,"마이크 데이터, 성과, 프로모션"
줄리엣 연구,개발,test_environment\줄리엣_연구,외부자료_줄리엣_941.sql,"줄리엣 연구, 라이브러리, API"
탱고 고객지원,기획서,test_environment\탱고_고객지원,Final_기획서_탱고_고객지원_730.pptx,"탱고 고객지원, 아이디어, 기획"
파파 계약,회의록,test_environment,파파 계약 회의록_185.docx,"파파 계약, 참석자, 회의"
파파 계약,회의록,test_environment\파파_계약,파파 계약 회의록_944.md,"파파 계약, 결정사항, 논의"
마이크 데이터,마케팅,test_environment\마이크_데이터,백업_20240206_마케팅_300.pdf,"마이크 데이터, 캠페인, 보도자료"
인디아 솔루션,재무,test_environment,재무_인디아_솔루션_최종_785.csv,"인디아 솔루션, 예산, 견적서"
노벰버 보고,회의록,test_environment\회의록,노벰버 보고 회의록_282.txt,"노벰버 보고, 결정사항, 회의"
브라보 프로젝트,마케팅,test_environment,브라보 프로젝트 마케팅_461.pdf,"브라보 프로젝트, 캠페인, 광고"
시에라 재무,보고서,test_environment\시에라_재무,시에라 재무 보고서_813.xlsx,"시에라 재무, 현황, 결과"
찰리 프로젝트,보고서,test_environment\보고서,백업_20240404_보고서_643.pdf,"찰리 프로젝트, 현황, 리포트"
에코 시스템,재무,test_environment\에코_시스템,외부자료_에코_139.csv,"에코 시스템, 세금계산서, 인보이스"
리마 마케팅,인사,test_environment\리마_마케팅,보고자료_20240826_558.pdf,"리마 마케팅, 평가, 이력서"
시에라 재무,인사,test_environment\인사,정리필요_인사_819.xlsx,"시에라 재무, 평가, 조직도"
알파 프로젝트,개발,test_environment\알파_프로젝트,백업_20241022_개발_850.zip,"알파 프로젝트, 소스, 라이브러리"
에코 시스템,인사,test_environment,에코 시스템 인사_762.docx,"에코 시스템, 평가, 조직도"
브라보 프로젝트,회의록,test_environment\브라보_프로젝트,브라보 프로젝트 회의록_869.md,"브라보 프로젝트, 안건, 참석자"
줄리엣 연구,개발,test_environment,줄리엣 연구 개발_473.js,"줄리엣 연구, 소스, 라이브러리"
킬로 보안,마케팅,test_environment\킬로_보안,킬로 보안 마케팅_470.pptx,"킬로 보안, 성과, 광고"
리마 마케팅,마케팅,test_environment\마케팅,리마 마케팅 마케팅_364.pptx,"리마 마케팅, 캠페인, 광고"
마이크 데이터,인사,test_environment,Copy of 인사_20240816_619.xlsx,"마이크 데이터, 휴가, 평가"
오스카 TF,보고서,test_environment\오스카_TF,오스카 TF 보고서_905.docx,"오스카 TF, 실적, 리포트"
줄리엣 연구,디자인,test_environment,줄리엣 연구 디자인_908.psd,"줄리엣 연구, 스케치, UIUX"
줄리엣 연구,보고서,test_environment\줄리엣_연구,줄리엣 연구 보고서_702.xlsx,"줄리엣 연구, 결과, 분석"
델타 기획,디자인,test_environment\디자인,Final_디자인_델타_기획_965.psd,"델타 기획, 시안, 스케치"
로미오 영업,디자인,test_environment,로미오 영업 디자인_458.ai,"로미오 영업, UIUX, 목업"
탱고 고객지원,기획서,test_environment\탱고_고객지원,백업_20241211_기획서_646.docx,"탱고 고객지원, 아이디어, 기획"
시에라 재무,디자인,test_environment\시에라_재무,시에라 재무 디자인_492.psd,"시에라 재무, 프로토타입, 목업"
노벰버 보고,마케팅,test_environment\노벰버_보고,보고자료_20240109_865.pdf,"노벰버 보고, 성과, 프로모션"
브라보 프로젝트,계약서,test_environment\계약서,정리필요_계약서_359.pdf,"브라보 프로젝트, 계약, 법률"
파파 계약,회의록,test_environment\파파_계약,정리필요_회의록_786.docx,"파파 계약, 결정사항, 논의"
알파 프로젝트,인사,test_environment\인사,알파 프로젝트 인사_246.xlsx,"알파 프로젝트, 채용, 이력서"
로미오 영업,계약서,test_environment\로미오_영업,Final_계약서_로미오_영업_404.pdf,"로미오 영업, MOU, 법률"
리마 마케팅,기획서,test_environment\기획서,리마 마케팅 기획서_844.docx,"리마 마케팅, 제안, 로드맵"
알파 프로젝트,보고서,test_environment,임시_파일_725.xlsx,"알파 프로젝트, 결과, 분석"
오스카 TF,회의록,test_environment\오스카_TF,오스카 TF 회의록_154.md,"오스카 TF, 참석자, 안건"
호텔 설계,보고서,test_environment\보고서,호텔 설계 보고서_304.docx,"호텔 설계, 결과, 현황"
로미오 영업,계약서,test_environment\계약서,임시_보고_834.hwp,"로미오 영업, 협약, 법률"
호텔 설계,기획서,test_environment,호텔 설계 기획서_179.pptx,"호텔 설계, 제안, 아이디어"
에코 시스템,보고서,test_environment\에코_시스템,에코 시스템 보고서_814.pdf,"에코 시스템, 현황, 분석"
줄리엣 연구,보고서,test_environment,줄리엣 연구 보고서_566.pdf,"줄리엣 연구, 실적, 결과"
파파 계약,계약서,test_environment\계약서,파파 계약 계약서_831.pdf,"파파 계약, 법률, NDA"
마이크 데이터,보고서,test_environment\마이크_데이터,마이크 데이터 보고서_207.docx,"마이크 데이터, 현황, 리포트"
파파 계약,기획서,test_environment\파파_계약,파파 계약 기획서_364.docx,"파파 계약, 전략, 기획"
노벰버 보고,기획서,test_environment\노벰버_보고,Copy of 기획서_20240325_852.pdf,"노벰버 보고, 전략, 아이디어"
파파 계약,마케팅,test_environment\파파_계약,파파 계약 마케팅_253.jpg,"파파 계약, 광고, 프로모션"
브라보 프로젝트,인사,test_environment\인사,브라보 프로젝트 인사_721.pdf,"브라보 프로젝트, 이력서, 평가"
마이크 데이터,계약서,test_environment\마이크_데이터,마이크 데이터 계약서_557.hwp,"마이크 데이터, 협약, NDA"
알파 프로젝트,인사,test_environment\인사,알파 프로젝트 인사_938.pdf,"알파 프로젝트, 휴가, 조직도"
탱고 고객지원,계약서,test_environment\탱고_고객지원,탱고 고객지원 계약서_730.hwp,"탱고 고객지원, 협약, NDA"
줄리엣 연구,개발,test_environment\개발,줄리엣 연구 개발_761.js,"줄리엣 연구, API, 빌드"
마이크 데이터,개발,test_environment,마이크 데이터 개발_816.java,"마이크 데이터, 소스, 라이브러리"
노벰버 보고,인사,test_environment\인사,노벰버 보고 인사_895.docx,"노벰버 보고, 이력서, 평가"
리마 마케팅,회의록,test_environment\리마_마케팅,리마 마케팅 회의록_220.txt,"리마 마케팅, 안건, 회의"
탱고 고객지원,회의록,test_environment\탱고_고객지원,탱고 고객지원 회의록_421.md,"탱고 고객지원, 안건, 결정사항"
노벰버 보고,마케팅,test_environment\노벰버_보고,노벰버 보고 마케팅_823.pdf,"노벰버 보고, 프로모션, 성과"
에코 시스템,회의록,test_environment\회의록,회의록_에코_시스템_최종_797.md,"에코 시스템, 결정사항, 회의"
인디아 솔루션,계약서,test_environment,인디아 솔루션 계약서_826.docx,"인디아 솔루션, NDA, 법률"
시에라 재무,재무,test_environment\재무,시에라 재무 재무_871.csv,"시에라 재무, 견적서, 인보이스"
리마 마케팅,개발,test_environment,리마 마케팅 개발_529.zip,"리마 마케팅, 코드, 소스"
시에라 재무,보고서,test_environment\시에라_재무,시에라 재무 보고서_375.pdf,"시에라 재무, 결과, 분석"
로미오 영업,디자인,test_environment,로미오 영업 디자인_345.sketch,"로미오 영업, 스케치, 프로토타입"
알파 프로젝트,디자인,test_environment\알파_프로젝트,Copy of 디자인_20241128_108.jpg,"알파 프로젝트, 시안, 스케치"
브라보 프로젝트,보고서,test_environment\보고서,브라보 프로젝트 보고서_238.docx,"브라보 프로젝트, 현황, 리포트"
골프 개발,디자인,test_environment\골프_개발,골프 개발 디자인_227.psd,"골프 개발, 프로토타입, UIUX"
로미오 영업,마케팅,test_environment\마케팅,로미오 영업 마케팅_861.pdf,"로미오 영업, 광고, 보도자료"
알파 프로젝트,계약서,test_environment\계약서,알파 프로젝트 계약서_999.pdf,"알파 프로젝트, 협약, 법률"
킬로 보안,기획서,test_environment\킬로_보안,킬로 보안 기획서_854.docx,"킬로 보안, 제안, 로드맵"
로미오 영업,인사,test_environment,로미오 영업 인사_357.xlsx,"로미오 영업, 조직도, 채용"
마이크 데이터,인사,test_environment\인사,마이크 데이터 인사_220.docx,"마이크 데이터, 조직도, 휴가"
오스카 TF,재무,test_environment\오스카_TF,오스카 TF 재무_214.pdf,"오스카 TF, 세금계산서, 인보이스"
에코 시스템,재무,test_environment\에코_시스템,에코 시스템 재무_554.csv,"에코 시스템, 견적서, 세금계산서"
인디아 솔루션,마케팅,test_environment\인디아_솔루션,인디아 솔루션 마케팅_444.pptx,"인디아 솔루션, 프로모션, 성과"
킬로 보안,마케팅,test_environment\킬로_보안,킬로 보안 마케팅_491.pdf,"킬로 보안, 성과, 광고"
시에라 재무,개발,test_environment,임시_문서_334.js,"시에라 재무, 빌드, 코드"
리마 마케팅,계약서,test_environment\리마_마케팅,리마 마케팅 계약서_757.hwp,"리마 마케팅, 법률, MOU"
킬로 보안,재무,test_environment,킬로 보안 재무_103.pdf,"킬로 보안, 지출, 세금계산서"
에코 시스템,회의록,test_environment\에코_시스템,에코 시스템 회의록_982.txt,"에코 시스템, 안건, 결정사항"
에코 시스템,보고서,test_environment\보고서,에코 시스템 보고서_845.pdf,"에코 시스템, 결과, 분석"
폭스트롯 분석,재무,test_environment\재무,폭스트롯 분석 재무_217.pdf,"폭스트롯 분석, 인보이스, 예산"
폭스트롯 분석,기획서,test_environment\폭스트롯_분석,정리필요_기획서_362.docx,"폭스트롯 분석, 전략, 기획"
브라보 프로젝트,인사,test_environment\브라보_프로젝트,브라보 프로젝트 인사_993.docx,"브라보 프로젝트, 이력서, 평가"
찰리 프로젝트,계약서,test_environment\찰리_프로젝트,임시_자료_264.pdf,"찰리 프로젝트, 협약, MOU"
골프 개발,계약서,test_environment\골프_개발,외부자료_골프_532.hwp,"골프 개발, 법률, 계약"
리마 마케팅,디자인,test_environment\리마_마케팅,Final_디자인_리마_마케팅_890.psd,"리마 마케팅, 목업, 시안"
탱고 고객지원,보고서,test_environment\보고서,탱고 고객지원 보고서_898.xlsx,"탱고 고객지원, 리포트, 결과"
알파 프로젝트,인사,test_environment\알파_프로젝트,백업_20240822_인사_255.pdf,"알파 프로젝트, 채용, 이력서"
찰리 프로젝트,개발,test_environment\찰리_프로젝트,찰리 프로젝트 개발_532.sql,"찰리 프로젝트, 소스, 코드"
탱고 고객지원,회의록,test_environment\회의록,외부자료_탱고_606.txt,"탱고 고객지원, 안건, 회의"
알파 프로젝트,보고서,test_environment,Final_보고서_알파_프로젝트_693.docx,"알파 프로젝트, 실적, 결과"
에코 시스템,보고서,test_environment\에코_시스템,에코 시스템 보고서_635.pdf,"에코 시스템, 리포트, 현황"
로미오 영업,재무,test_environment\재무,로미오 영업 재무_260.csv,"로미오 영업, 예산, 지출"
줄리엣 연구,기획서,test_environment,줄리엣 연구 기획서_308.pptx,"줄리엣 연구, 아이디어, 제안"
골프 개발,재무,test_environment,골프 개발 재무_917.csv,"골프 개발, 인보이스, 세금계산서"
줄리엣 연구,기획서,test_environment\기획서,줄리엣 연구 기획서_562.docx,"줄리엣 연구, 로드맵, 기획"
인디아 솔루션,보고서,test_environment\인디아_솔루션,백업_20240621_보고서_529.pdf,"인디아 솔루션, 결과, 현황"
골프 개발,마케팅,test_environment,골프 개발 마케팅_839.jpg,"골프 개발, 광고, 보도자료"
알파 프로젝트,개발,test_environment\알파_프로젝트,알파 프로젝트 개발_140.java,"알파 프로젝트, 코드, 라이브러리"
줄리엣 연구,디자인,test_environment,줄리엣 연구 디자인_187.sketch,"줄리엣 연구, 목업, 스케치"
파파 계약,마케팅,test_environment\파파_계약,파파 계약 마케팅_259.pptx,"파파 계약, 보도자료, 캠페인"
폭스트롯 분석,인사,test_environment\인사,폭스트롯 분석 인사_648.docx,"폭스트롯 분석, 채용, 조직도"
찰리 프로젝트,계약서,test_environment\찰리_프로젝트,계약서_찰리_프로젝트_최종_890.docx,"찰리 프로젝트, 협약, NDA"
에코 시스템,인사,test_environment,에코 시스템 인사_232.docx,"에코 시스템, 채용, 조직도"
인디아 솔루션,디자인,test_environment\디자인,인디아 솔루션 디자인_768.png,"인디아 솔루션, 스케치, UIUX"
줄리엣 연구,회의록,test_environment\줄리엣_연구,줄리엣 연구 회의록_246.txt,"줄리엣 연구, 회의, 결정사항"
킬로 보안,인사,test_environment\킬로_보안,인사_킬로_보안_최종_809.docx,"킬로 보안, 평가, 채용"
에코 시스템,기획서,test_environment\기획서,백업_20241203_기획서_374.docx,"에코 시스템, 전략, 기획"
인디아 솔루션,기획서,test_environment\기획서,인디아 솔루션 기획서_762.pptx,"인디아 솔루션, 로드맵, 전략"
노벰버 보고,디자인,test_environment\디자인,외부자료_노벰버_413.psd,"노벰버 보고, 목업, 스케치"
파파 계약,회의록,test_environment\회의록,회의록_파파_계약_최종_782.docx,"파파 계약, 회의, 논의"
브라보 프로젝트,기획서,test_environment\브라보_프로젝트,브라보 프로젝트 기획서_889.docx,"브라보 프로젝트, 기획, 로드맵"
찰리 프로젝트,디자인,test_environment\디자인,찰리 프로젝트 디자인_964.sketch,"찰리 프로젝트, 목업, 스케치"
브라보 프로젝트,보고서,test_environment\브라보_프로젝트,보고자료_20240117_159.docx,"브라보 프로젝트, 분석, 실적"
탱고 고객지원,마케팅,test_environment,탱고 고객지원 마케팅_844.pdf,"탱고 고객지원, 광고, 성과"
오스카 TF,디자인,test_environment\오스카_TF,Final_디자인_오스카_TF_965.sketch,"오스카 TF, 시안, 스케치"
킬로 보안,개발,test_environment\킬로_보안,킬로 보안 개발_963.java,"킬로 보안, 빌드, API"
퀘벡 품질관리,계약서,test_environment\계약서,퀘벡 품질관리 계약서_184.hwp,"퀘벡 품질관리, MOU, 법률"
인디아 솔루션,재무,test_environment\재무,정리필요_재무_728.pdf,"인디아 솔루션, 견적서, 인보이스"
델타 기획,계약서,test_environment\계약서,델타 기획 계약서_783.docx,"델타 기획, NDA, MOU"
델타 기획,디자인,test_environment\델타_기획,델타 기획 디자인_789.png,"델타 기획, 프로토타입, 목업"
골프 개발,디자인,test_environment\골프_개발,외부자료_골프_614.png,"골프 개발, UIUX, 목업"
마이크 데이터,계약서,test_environment\마이크_데이터,마이크 데이터 계약서_113.hwp,"마이크 데이터, MOU, NDA"
알파 프로젝트,재무,test_environment\알파_프로젝트,알파 프로젝트 재무_201.xlsx,"알파 프로젝트, 세금계산서, 예산"
델타 기획,기획서,test_environment\기획서,델타 기획 기획서_286.docx,"델타 기획, 전략, 로드맵"
킬로 보안,개발,test_environment\개발,킬로 보안 개발_820.py,"킬로 보안, 소스, 빌드"
파파 계약,인사,test_environment,파파 계약 인사_519.docx,"파파 계약, 평가, 휴가"
시에라 재무,계약서,test_environment,시에라 재무 계약서_278.pdf,"시에라 재무, 법률, MOU"
브라보 프로젝트,회의록,test_environment\브라보_프로젝트,브라보 프로젝트 회의록_804.docx,"브라보 프로젝트, 회의, 결정사항"
폭스트롯 분석,개발,test_environment\폭스트롯_분석,폭스트롯 분석 개발_127.js,"폭스트롯 분석, 코드, 라이브러리"
델타 기획,디자인,test_environment\디자인,외부자료_델타_489.png,"델타 기획, 스케치, 프로토타입"
알파 프로젝트,개발,test_environment\개발,알파 프로젝트 개발_258.zip,"알파 프로젝트, 라이브러리, API"
퀘벡 품질관리,마케팅,test_environment\퀘벡_품질관리,퀘벡 품질관리 마케팅_143.pdf,"퀘벡 품질관리, 광고, 성과"
리마 마케팅,개발,test_environment\리마_마케팅,Copy of 개발_20240426_876.sql,"리마 마케팅, 라이브러리, API"
탱고 고객지원,재무,test_environment\탱고_고객지원,탱고 고객지원 재무_152.pdf,"탱고 고객지원, 지출, 예산"
에코 시스템,마케팅,test_environment\에코_시스템,Final_마케팅_에코_시스템_248.pptx,"에코 시스템, 프로모션, 성과"
폭스트롯 분석,인사,test_environment\폭스트롯_분석,폭스트롯 분석 인사_437.pdf,"폭스트롯 분석, 이력서, 평가"
리마 마케팅,개발,test_environment\개발,리마 마케팅 개발_310.js,"리마 마케팅, 코드, 소스"
인디아 솔루션,재무,test_environment\인디아_솔루션,백업_20240902_재무_502.pdf,"인디아 솔루션, 예산, 지출"
폭스트롯 분석,개발,test_environment\개발,폭스트롯 분석 개발_541.js,"폭스트롯 분석, 라이브러리, 빌드"
알파 프로젝트,디자인,test_environment\디자인,알파 프로젝트 디자인_665.ai,"알파 프로젝트, 시안, 프로토타입"
폭스트롯 분석,보고서,test_environment\폭스트롯_분석,백업_20240105_보고서_350.xlsx,"폭스트롯 분석, 현황, 리포트"
리마 마케팅,재무,test_environment,백업_20240403_재무_403.xlsx,"리마 마케팅, 지출, 견적서"
폭스트롯 분석,디자인,test_environment\디자인,폭스트롯 분석 디자인_994.jpg,"폭스트롯 분석, 스케치, 프로토타입"
호텔 설계,계약서,test_environment,임시_자료_801.pdf,"호텔 설계, 계약, 협약"
골프 개발,계약서,test_environment\골프_개발,임시_문서_487.hwp,"골프 개발, NDA, 계약"
줄리엣 연구,인사,test_environment\줄리엣_연구,줄리엣 연구 인사_707.docx,"줄리엣 연구, 휴가, 이력서"
마이크 데이터,재무,test_environment\마이크_데이터,보고자료_20240723_547.xlsx,"마이크 데이터, 예산, 세금계산서"
로미오 영업,디자인,test_environment\로미오_영업,임시_보고_779.psd,"로미오 영업, 프로토타입, UIUX"
킬로 보안,재무,test_environment\킬로_보안,킬로 보안 재무_861.xlsx,"킬로 보안, 인보이스, 견적서"
델타 기획,회의록,test_environment\회의록,외부자료_델타_633.md,"델타 기획, 참석자, 논의"
로미오 영업,개발,test_environment\개발,로미오 영업 개발_307.zip,"로미오 영업, 라이브러리, 빌드"
폭스트롯 분석,회의록,test_environment\회의록,보고자료_20240901_915.txt,"폭스트롯 분석, 회의, 논의"
마이크 데이터,재무,test_environment\마이크_데이터,마이크 데이터 재무_304.csv,"마이크 데이터, 인보이스, 견적서"
찰리 프로젝트,마케팅,test_environment,찰리 프로젝트 마케팅_530.jpg,"찰리 프로젝트, 광고, 성과"
노벰버 보고,계약서,test_environment\계약서,Final_계약서_노벰버_보고_621.hwp,"노벰버 보고, MOU, 계약"
알파 프로젝트,개발,test_environment\개발,알파 프로젝트 개발_881.sql,"알파 프로젝트, API, 소스"
퀘벡 품질관리,인사,test_environment\퀘벡_품질관리,퀘벡 품질관리 인사_397.pdf,"퀘벡 품질관리, 휴가, 조직도"
마이크 데이터,재무,test_environment\마이크_데이터,마이크 데이터 재무_961.pdf,"마이크 데이터, 인보이스, 견적서"
줄리엣 연구,회의록,test_environment\줄리엣_연구,줄리엣 연구 회의록_132.docx,"줄리엣 연구, 회의, 논의"
오스카 TF,회의록,test_environment\회의록,오스카 TF 회의록_496.docx,"오스카 TF, 참석자, 결정사항"
델타 기획,회의록,test_environment\회의록,델타 기획 회의록_532.md,"델타 기획, 참석자, 안건"
노벰버 보고,재무,test_environment\노벰버_보고,노벰버 보고 재무_825.xlsx,"노벰버 보고, 세금계산서, 지출"
줄리엣 연구,회의록,test_environment,줄리엣 연구 회의록_475.docx,"줄리엣 연구, 논의, 결정사항"
에코 시스템,인사,test_environment\에코_시스템,에코 시스템 인사_662.xlsx,"에코 시스템, 조직도, 이력서"
킬로 보안,마케팅,test_environment\킬로_보안,킬로 보안 마케팅_905.pptx,"킬로 보안, 성과, 캠페인"
브라보 프로젝트,인사,test_environment\브라보_프로젝트,브라보 프로젝트 인사_175.docx,"브라보 프로젝트, 평가, 휴가"
브라보 프로젝트,마케팅,test_environment\브라보_프로젝트,Copy of 마케팅_20240718_819.pptx,"브라보 프로젝트, 광고, 캠페인"
에코 시스템,기획서,test_environment\에코_시스템,에코 시스템 기획서_200.pptx,"에코 시스템, 로드맵, 전략"
리마 마케팅,인사,test_environment,리마 마케팅 인사_341.pdf,"리마 마케팅, 휴가, 평가"
인디아 솔루션,디자인,test_environment,인디아 솔루션 디자인_220.jpg,"인디아 솔루션, 목업, 시안"
마이크 데이터,인사,test_environment\마이크_데이터,마이크 데이터 인사_939.xlsx,"마이크 데이터, 휴가, 조직도"
시에라 재무,마케팅,test_environment,시에라 재무 마케팅_149.pdf,"시에라 재무, 캠페인, 프로모션"
탱고 고객지원,회의록,test_environment,탱고 고객지원 회의록_545.docx,"탱고 고객지원, 논의, 회의"
파파 계약,보고서,test_environment\보고서,Copy of 보고서_20241109_934.docx,"파파 계약, 분석, 실적"
퀘벡 품질관리,개발,test_environment,퀘벡 품질관리 개발_982.js,"퀘벡 품질관리, 소스, 코드"
호텔 설계,디자인,test_environment\디자인,호텔 설계 디자인_621.png,"호텔 설계, 프로토타입, UIUX"
탱고 고객지원,기획서,test_environment\탱고_고객지원,탱고 고객지원 기획서_674.pdf,"탱고 고객지원, 제안, 전략"
시에라 재무,기획서,test_environment\시에라_재무,시에라 재무 기획서_592.pptx,"시에라 재무, 전략, 기획"
마이크 데이터,디자인,test_environment\디자인,마이크 데이터 디자인_764.ai,"마이크 데이터, 스케치, 시안"
